Name,Date,Duration,Where,Category,Genres,Country,Venue,Visitors,Price(s.f.),Total_revenue
Metaleros,2019-10-26,1,indoor,Metal,Metal,Bavaria,"Jugendkulturhaus Gleis1 Hollerner Weg1 Unterschleißheim, DE 85716",,12.0,
Cologne Comedy Festival,2019-10-31,10,indoor,Comedy,Comedy,Northrhine-Westphalia,"Köln, DE 50679",71000,,
Springsane Festival,2019-11-01,1,indoor,Metal,Metal,LowerSaxony,"Amadeus Oldenburg Mottenstraße21 Oldenburg, DE 26122",,13.0,
Weekendof Hell,2019-11-02,2,indoor,Conventions,Movie,Northrhine-Westphalia,"Westfalenhalle Dortmund Rheinlanddamm200 Dortmund, DE 44139",,33.0,
Wünnstock Festival,2019-11-02,1,indoor,Metal,"Hardcore(Metal)
Metal",Northrhine-Westphalia,"Schützenhalle Schützenstraße16 Bad Wünnenberg, DE 33181",600,,
Metal Hammer Paradise,2019-11-08,2,indoor,Metal,"Folk
Metal
Rock",Schleswig-Holstein,"Ferienpark Weissenhäuser Strand Seestr.1 Oldenburgin Holstein, DE 23758",4000,134.0,536000.0
Full Metal Mensa,2019-11-16,1,indoor,Metal,Metal,LowerSaxony,"Zentralmensa Göttingen Göttingen, DE 37073",1000,20.5,20500.0
Ruhrpott Metal Meeting,2019-12-06,2,indoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Turbinenhalle Oberhausen Im Lipperfeld23 Oberhausen, DE 46047",,85.05,
Christmas Bash Festival,2019-12-06,2,indoor,Metal,"Metal
Rock",Bavaria,"Eventzentrum Geiselwind Scheinfelder Straße15-23 Geiselwind, DE 96160",,73.6,
Nikolaut Rockfest,2019-12-07,1,indoor,Rock,"Blues
Metal
Rock",Northrhine-Westphalia,"Kulttempel Oberhausen Mülheimer Straße24 Oberhausen, DE 46049",500,28.5,14250.0
Toxicator Festival,2019-12-07,1,indoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
House
Trance",Baden-Württemberg,"Maimarkthalle Mannheim Xaver- Fuhr- Straße101 Mannheim, DE 68163",12000,41.0,492000.0
Eindhoven Metal Meeting,2019-12-13,2,indoor,Metal,Metal,Netherlands,"EFFENAAR Dommelstraat2 Eindhoven, NL 5611 CK",,93.0,
Christmas Rock Night,2019-12-13,2,indoor,Rock,"Hardcore(Metal)
Metal
Rock",Northrhine-Westphalia,"Haus Ennepetal Gasstr.10 Ennepetal, DE 58256",1200,69.0,82800.0
Knock Out Festival,2019-12-14,1,indoor,Metal,"Metal
Rock",Baden-Württemberg,"Schwarzwaldhalle Festpl.5 Karlsruhe, DE 76137",,57.0,
Knockdown Festival,2019-12-15,1,indoor,Metal,"Hardcore(Metal)
Metal",Baden-Württemberg,"Schwarzwaldhalle Karlsruhe Festplatz9 Karlsruhe, DE 75137",,56.99,
70000 Tons Of Metal,2020-01-07,5,outdoor,Metal,"Folk
Hardcore(Metal)
Metal
Rock",UnitedStatesofAmerica,"Fort Lauderdale, US 33301",3000,590.0,1770000.0
Bavarian Battle Winter,2020-01-11,1,indoor,Metal,Metal,Bavaria,"Lokschuppen Rosenheim Rosenheim, DE 83022",,13.0,
The Fusion Fest,2020-01-11,1,indoor,Metal,"Hardcore(Metal)
Metal",Brandenburg,"Gladhouse Cottbus Strasseder Jugend16 Cottbus, DE 03046",400,25.0,10000.0
E O N L Y Festival,2020-02-14,2,indoor,Electronicmusic,"Electro
Gothic",Saxony,"Stadtbad Eutritzscher Straße21 Leipzig, DE 04105",,73.0,
Wacken Winter Nights,2020-02-14,3,outdoor,Metal,"Folk
Gothic
Metal
Rock",Schleswig-Holstein,"Wacken, DE 25596",7000,89.0,623000.0
Frostfeuernächte,2020-02-14,2,indoor,Metal,"Folk
Metal
Rock",Brandenburg,"Ki EZ Hölzerner See Wegzum Hölzernen See1 Heidesee OT Gräbendorf, DE 15754",,,
Complexity Fest,2020-02-14,2,indoor,Rock,"Metal
Pop
Rock",Netherlands,"Patronaat Haarlem Zijlsingel2 Haarlem, NL 2013 DN",,32.5,
Metal Assault,2020-02-15,1,indoor,Metal,"Metal
Rock",Bavaria,"Posthalle Würzburg Bahnhofpl.2 Würzburg, DE 97070",,52.85,
H R H Hard Rock Hell Festival,2020-02-15,2,indoor,Metal,"Metal
Rock",UnitedKingdom,"O2 Academy Birmingham Birmingham, GB B11 DB",,58.0,
Exodus Festival,2020-02-15,1,indoor,Electronicmusic,Hardcore(Electro),Germany,"Westfalenhalle Dortmund Rheinlanddamm200 Dortmund, DE 44139",7000,49.0,343000.0
Heathen Rock Festival,2020-02-22,1,indoor,Metal,"Metal
Rock",Hamburg,"Rieckhof Harburg Rieckhoffstraße12 Hamburg, DE 21073",,,
Brofest,2020-02-28,2,indoor,Metal,"Metal
Rock",UnitedKingdom,"Newcastle University Students' Union King's Rd Newcastleupon Tyne, GBN E18 QB",,60.0,
Nantes Death Fist,2020-02-28,2,indoor,Metal,Metal,France,"La Scène Michelet 1 Boulevard Henry Orrion Nantes, FR 44000",,34.02,
Hell Over Hammaburg,2020-03-06,2,indoor,Metal,"Metal
Rock",Hamburg,"Markthalle Hamburg Klosterwall11 Hamburg, DE 20095",,74.75,
Mystica Hamelon,2020-03-06,3,outdoor,Medieval,"Folk
Medieval
Pirate",LowerSaxony,"Hameln, DE 31785",,0.0,
Full Metal Osthessen,2020-03-06,3,indoor,Metal,Metal,Hesse,"Dorfgemeinschaftshaus Niederjossa Alsfelder Str.1 Niederjossa, DE 36272",,,
Country To Country Festival Deutschland,2020-03-06,3,indoor,Country,Country,Berlin,"Verti Music Hall Mercedes Platz Berlin, DE 10243",7000,,
Fuck Cancer Festival,2020-03-07,1,indoor,Metal,Metal,Schleswig-Holstein,"Juki42 Ander Reitbahn2 Ahrensburg, DE 22926",,12.0,
Upthe Hammers Festival,2020-03-13,2,indoor,Metal,Metal,Greece,"Gagarin Club Liosion205 Athen, GR 10445",,65.0,
Hammerfest( G B),2020-03-19,4,indoor,Metal,"Metal
Rock",UnitedKingdom,"Presthaven Beach Resort Prestatyn, GBL L199 ST",,,
Download Festival( A U)- Melbourne,2020-03-20,1,outdoor,Metal,"Metal
Rock",Australia,"Melbourne Showgrounds Langs Road, Ascot Vale Melbourne, AU 3003",20000,175.0,3500000.0
Prognosis Festival,2020-03-20,2,indoor,Metal,"Metal
Rock",Netherlands,"De Effenaar Dommelstraat2 Eindhoven, NL 5611",,69.0,
Viva Ska Vegas Festival,2020-03-20,2,indoor,Ska,"Punk
Reggae
Rock
Ska",UnitedStatesofAmerica,"Fremont Country Club( Friday) Backstage Bar& Billiards( Saturday) 601 Fremont St Las Vegas, US 89101",1000,40.0,40000.0
Download Festival( A U)- Sydney,2020-03-21,1,outdoor,Metal,"Metal
Rock",Australia,"Parramatta Park Pitt St&, Macquarie St Sydney, AUNS W2150",20000,175.0,3500000.0
Mead& Greed Festival,2020-03-27,2,indoor,Metal,"Folk
Metal
Medieval",Northrhine-Westphalia,"Resonanz Werk Essener Str.259 Oberhausen, DE 46047",500,40.0,20000.0
Taunus Metal Festival,2020-04-03,2,outdoor,Metal,"Metal
Rock",Hesse,"Burgwiesenhalle Oberursel Im Himmrich9 Oberursel, DE 61440",,,
Metal Franconia Festival,2020-04-03,2,indoor,Metal,"Metal
Rock",Bavaria,"Frankenhalle Dettelbach Adolf- Oesterheld- Straße17 Dettelbach, DE 97337",1000,45.5,45500.0
Inferno Festival,2020-04-09,4,indoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Norway,"Rockefeller, John Dee, Kniven& Vaterland Oslo, NO 0010",1500,199.0,298500.0
Paaspop Festival,2020-04-10,4,outdoor,Mixed,"Electro
Metal
Pop
Punk
Rock",Netherlands,"Manegede Molenheide De Heikampen5 Schijndel, NL 5482 ZR",81000,,
Easter Cross Festival,2020-04-11,2,indoor,Metal,"Hardcore(Metal)
Metal
Punk
Rock",Baden-Württemberg,"Neckarhalle Austraße12 Oberndorfam Neckar, DE 78727",2500,,
Ragnarök Festival,2020-04-17,2,indoor,Metal,"Metal
Rock",Bavaria,"Stadthallein Lichtenfels Schützenplatz10 Lichtenfels, DE 96215",4000,75.0,300000.0
Knight Fest,2020-04-18,1,indoor,Metal,"Metal
Rock",Hamburg,"Tipsy Apes( TA Me. V.) Am Radeland25a Hamburg, DE 21079",,,
Weser Metal Meeting,2020-04-25,1,indoor,Metal,"Hardcore(Metal)
Metal
Rock",Hesse,"Wesertalhalle Im Alten Hagen1 Reinhardshagen, DE 34359",500,20.0,10000.0
M O S Hn M A Y Festival,2020-04-25,1,indoor,Metal,Metal,Germany,"Otto- Hahn- Str.5 Schapen, DE 48480",1000,0.0,0.0
S W R Barroselas Metalfest,2020-04-29,4,indoor,Metal,"Metal
Rock",Portugal,"Avenida São Pauloda Cruz, Barroselas Vianado Castelo, PT 4905",,70.0,
Mayday,2020-04-30,1,indoor,Electronicmusic,"Dance
Electro
House
Trance",Northrhine-Westphalia,"Westfalenhalle Rheinlanddamm200 Dortmund, DE 44139",15000,61.0,915000.0
Rock`n` Mai Open Air,2020-04-30,1,outdoor,Rock,"Germanrock
Pop
Punk
Rock
Other",LowerSaxony,"UNIKAT Erlebnisgastronomie Neufelder Straße12,27472 Cuxhaven UNIKAT Erlebnisgastronomie, DE 27472",500,24.0,12000.0
A Chance For Metal Festival,2020-05-01,2,indoor,Metal,"Metal
Rock",Rhineland-Palatinate,"Jugendzentrum Andernach Stadionstr.88 Andernach, DE 56626",1500,35.0,52500.0
Netherlands Deathfest,2020-05-01,3,indoor,Metal,Metal,Netherlands,"Poppodium013 Veemarktstraat44 Tilburg, NL 5038 CV",,121.0,
Desertfest,2020-05-01,3,indoor,Metal,"Metal
Rock",Berlin,"Arena Berlin Eichenstraße4 Berlin, DE 12435",4000,109.0,436000.0
Open Hair Metal Festival,2020-05-01,2,outdoor,Metal,"Hardcore(Metal)
Metal
Rock",Liechtenstein,"Sportplatz Rheinau Balzers Rheinau1 Balzers, LI 9496",500,44.0,22000.0
Rockam Kuhteich,2020-05-07,3,outdoor,Punk,"Punk
Rock",Saxony,"Kulturpark Deutzen Barbarastraße20 Neukieritzsch, DE 04574",750,,
The Great Escape Festival,2020-05-13,4,outdoor,Mixed,"Electro
Pop",UnitedKingdom,"City Centre Brighton, GBB N1",,66.0,
Grindthe Nazi Scum Festival,2020-05-14,3,indoor,Metal,"Metal
Rock",Saxony,"Brückenkopf Torgau Brückenkopf1 Torgau, DE 04860",200,30.0,6000.0
Fabville Festival,2020-05-14,4,outdoor,Electronicmusic,Electro,Bavaria,"Speichersdorf, DE 95469",,35.0,
Iron Fest Open Air,2020-05-15,3,outdoor,Metal,"Metal
Rock",Rhineland-Palatinate,"Sportplatz Kübelberg Ander Lach Schönenberg- Kübelberg, DE 66901",800,,
Nig Rock Festival,2020-05-15,2,outdoor,Rock,"Punk
Rock",LowerSaxony,"Rasengeländedes Niedersächsichen Internatsgymnasiums Seminarstr.8 Geestland- Bad Bederkesa, DE 27624",800,,
Besseralsnix Festival,2020-05-15,3,outdoor,Mixed,"Electro
Metal
Punk
Rock",Hesse,"Rheinwiesen Geisenheim, DE 65366",10000,0.0,0.0
Mosaique Festival,2020-05-15,3,outdoor,Mixed,"Comedy
Movie
Folk
Jazz
Classicalmusic
Art&culture
Reading
Pop
Sports",Saxony,"Kulturpark Deutzen Arno- Bahndorf- Straße12 Deutzen, DE 04574",1000,,
Happy Comedy Festival,2020-05-15,2,indoor,Comedy,Comedy,Bremen,"Congress Centrum Bremen Findorffstraße101 Bremen, DE 28215",,,
Vienna Metal Meeting,2020-05-16,1,outdoor,Metal,Metal,Austria,"Arena Wien Baumgasse80 Wien, AT 1030",3500,60.0,210000.0
Hallenknall Festival,2020-05-16,1,indoor,Rock,Germanrock,Hesse,"Freigerichthalle- Altenmittlau Ander Freigerichthalle Freigericht, DE 63579",900,28.0,25200.0
Internationales Dixieland Festival,2020-05-17,8,indoor,Jazz,Jazz,Saxony,"Diverse Dresden, DE 01067",500000,,
Hunteburger Open Air,2020-05-20,1,outdoor,Rock,"Germanrock
Hardcore(Metal)
Metal
Punk
Rock",LowerSaxony,"Hunteburg, DE 49163",,,
Wonnemond Festival,2020-05-21,4,outdoor,Metal,"Metal
Rock",Saxony,"Tannertstraße52 Sebnitz, DE 01855",,,
Dark Troll Festival,2020-05-21,3,outdoor,Metal,"Metal
Medieval
Rock",Saxony-Anhalt,"Schweinsburg Bornstedt Bornstedt, DE 06295",1000,60.0,60000.0
Dauwpop Festival,2020-05-21,1,outdoor,Mixed,"Pop
Rock",Netherlands,"Luttenbergerweg31 Haarle, NL 7447 RZ",10000,,
Tante Mia Tanzt Festival,2020-05-21,1,outdoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
Trance",LowerSaxony,"Stoppelmarkt Vechta, DE 49377",20000,39.9,798000.0
Salt City Punk Festival,2020-05-21,4,outdoor,Punk,"Punk
Rock",Saxony-Anhalt,"Waldbühneam Peißnitzhaus Halle Saale, DE 06108",,,
M V Metal Meeting,2020-05-21,3,indoor,Metal,"Gothic
Hardcore(Metal)
Metal
Medieval
Pirate
Punk
Rock",Mecklenburg-Western-Pomerania,"Köllner Rockscheune Dorfstr.3 Werder OT Kölln, DE 17089",,45.0,
Metalheadz Open Air,2020-05-22,2,outdoor,Metal,"Metal
Rock",Bavaria,"Oberndorf, DE 86698",667,55.0,36685.0
Spectaculum Nordgavia,2020-05-22,3,outdoor,Medieval,"Folk
Metal
Medieval
Pirate
Rock",Bavaria,"Burg Parsberg Burgstraße24 Parsberg, DE 92331",,,
Bavarian Battle Open Air,2020-05-22,2,outdoor,Metal,Metal,Bavaria,"Kirchdorfam Inn, DE 84375",,40.0,
Krankenschwester Rock(t) Festival,2020-05-22,1,outdoor,Rock,"Pop
Punk
Rock",Brandenburg,"Haaren7 A Bad Wilsnack, DE 19336",500,,
Rockden Acker Open Air,2020-05-22,2,outdoor,Metal,"Metal
Rock",Hesse,"Bönstädter Straße Nidderau, DE 61130",750,,
Summer Invasion Festival,2020-05-22,3,outdoor,Metal,Metal,Bavaria,"Speichersdorf, DE 95469",,35.0,
Paluma Open Air Festival,2020-05-23,1,outdoor,Electronicmusic,"Dance
Electro
Trance",Northrhine-Westphalia,"Westpark Ander Jahrhunderthalle1 Bochum, DE 44793",5000,,
Drumherum Festival,2020-05-28,5,outdoor,Folkmusic,"Schlagermusic
Folkmusic",Bavaria,"Regen, DE 94209",50000,0.0,0.0
Spectaculum Magdeburgense,2020-05-28,5,outdoor,Medieval,"Folk
Gothic
Art&culture
Medieval",Saxony-Anhalt,"Glacis- Park& Festungsanlage Ravelin2 Maybachstraße1 Magdeburg, DE 39104",16000,,
Spreewaldrock Festival,2020-05-28,5,outdoor,Rock,"Germanrock
Metal
Punk
Rock",Brandenburg,"Drachhausen, DE 03185",7500,62.0,465000.0
Schlossgrabenfest,2020-05-28,4,outdoor,Mixed,"Hip-Hop
Pop
Rock
Schlagermusic
Folkmusic",Hesse,"Innenstadtgelände Darmstadt, DE 64283",100000,0.0,0.0
Festivalohne Bands,2020-05-28,4,outdoor,Mixed,Other,Baden-Württemberg,"Betzenweiler Str.47 Hailtingen, DE 88525",8000,40.0,320000.0
Wave- Gotik- Treffen,2020-05-29,4,outdoor,Gothic,"Electro
Folk
Gothic
Metal
Rock",Saxony,"Leipzig, DE 04109",21000,,
Ikarus Festival,2020-05-29,4,outdoor,Electronicmusic,"Dance
Electro
House",Bavaria,"Ehemaliger Militärflugplatz Am Flughafen35 Memmingerberg, DE 87766",35000,117.4,4109000.0
Trucker& Country Festival Deutschland,2020-05-29,4,outdoor,Country,Country,Bavaria,"Eventzentrum Geiselwind Geiselwind, DE 96160",40000,35.0,1400000.0
Rock Hard Festival,2020-05-29,3,outdoor,Metal,"Metal
Rock",Northrhine-Westphalia,"Amphitheater Gelsenkirchen Grothusstr.201 Gelsenkirchen, DE 45883",7000,97.9,685300.0
N D R2 Plaza Festival,2020-05-29,1,outdoor,Pop,"Pop
Rock",LowerSaxony,"Expo Plaza Hannover, DE 30539",25000,41.0,1025000.0
Tropical Mountain Festival,2020-05-29,1,outdoor,Electronicmusic,"Dance
Electro
House
Trance",Saarland,"Aufder Alm Zur Bergmannsalm1 Schiffweiler, DE 66578",15000,24.9,373500.0
Rockthe Hell,2020-05-29,2,indoor,Metal,Metal,Switzerland,"Werkhof Bischof Alt St. Johann, CH 9656",,,
Orange Blossom Special Festival,2020-05-29,3,outdoor,Rock,"Punk
Rock",Northrhine-Westphalia,"Glitterhouse Garten Grüner Weg25 Beverungen, DE 37688",2000,90.0,180000.0
moers Festival,2020-05-29,4,indoor,Jazz,"Africa
Crossover
Electro
Folk
Funk
Hip-Hop
Jazz
Classicalmusic
Art&culture
Latin
Metal
Pirate
Rock
Other",Northrhine-Westphalia,"Enni Eventhalle, Parkbühne, Dorfbühne,weitere Spielstätteninder Stadt(drinnen&draußen) Filder Straße140 Moers, DE 47447",,65.0,
Swing& Wine Festival,2020-05-29,4,outdoor,Jazz,Jazz,Hesse,"Bad Hersfeld, Stiftruine Innenstadt, Stiftruine Bad Hersfeld, DE 36251",,,
N- J O Y Starshow,2020-05-30,1,outdoor,Pop,"Hip-Hop
Pop
Reggae",LowerSaxony,"Expo Plaza Hannover, DE 30539",25000,41.0,1025000.0
Heimat Festival,2020-05-30,1,outdoor,Pop,"Pop
Rock",LowerSaxony,"Fa. Behrens& Behrens Westerveseder Landstraße Scheeßel, DE 27383",1200,25.0,30000.0
Blues In The Garden Festival,2020-05-30,2,outdoor,Blues,Blues,Romania,"Thecentralsquareof Dărmănești Muncii,16 Bacău, RO 605300",,16.0,
La Fiesta Festival( Saarland),2020-05-31,1,outdoor,Schlagermusic,Schlagermusic,Saarland,"Aufder Bergehalde Schiffweiler, DE 66578",7500,29.9,224250.0
Sweden Rock Festival,2020-06-03,4,outdoor,Metal,"Hardcore(Metal)
Metal
Medieval
Punk
Rock",Sweden,"Sölvesborg, SE 29431",35000,,
Rockund Metal Day'z,2020-06-04,3,outdoor,Metal,"Metal
Rock",Saxony-Anhalt,"Motorsportarena Oschersleben Motopark- Allee20 Oschersleben( Bode), DE 39387",500,,
Gahlen Moscht Open Air,2020-06-04,3,outdoor,Metal,"Metal
Rock",Brandenburg,"Buckwitzhof Klein Buckow1 Spremberg, DE 03130",,40.0,
Paddy Rock Open Air,2020-06-04,3,outdoor,Punk,"Blues
Country
Germanrock
Folk
Punk
Rock
Ska",LowerSaxony,"Festivalgeländeam Freibadin Halvestorf/ Hameln Pferdeweg1 Hameln/ Halvestorf, DE 31787",1500,40.0,60000.0
Rockam Ring,2020-06-05,3,outdoor,Mixed,"Germanrock
Electro
Hardcore(Metal)
Hip-Hop
Metal
Punk
Rock",Rhineland-Palatinate,"Nürburgring Nürburgring Boulevard1 Nürburg, DE 53520",90000,151.0,13590000.0
Rockim Park,2020-06-05,3,outdoor,Mixed,"Dance
Germanrock
Hardcore(Metal)
Hip-Hop
Metal
Pop
Punk
Rock",Bavaria,"Volkspark Dutzendteich Münchener Str.283 Nürnberg, DE 90471",80000,201.0,16080000.0
Vestrock Festival,2020-06-05,3,outdoor,Mixed,"Crossover
Hardcore(Metal)
Hip-Hop
Metal
Pop",Netherlands,"Hulst, NL 4561",25000,55.0,1375000.0
Elbjazz Festival,2020-06-05,2,outdoor,Jazz,Jazz,Hamburg,"Hamburger Hafen Hamburg, DE 20457",29000,109.0,3161000.0
P U L S Open Air,2020-06-05,2,outdoor,Mixed,"Electro
Pop
Rock",Bavaria,"Schloss Kaltenberg Schloßstraße8 Geltendorf, DE 82269",9000,82.5,742500.0
Niemandsland Festival,2020-06-05,1,indoor,Hip-Hop,Hip-Hop,LowerSaxony,"Star Event Center Alter Flughafen11a Hannover, DE 30179",2500,15.0,37500.0
Schlager Im Park Festival,2020-06-05,1,outdoor,Schlagermusic,Schlagermusic,Northrhine-Westphalia,"AQUA Magica Bültenstraße50 Löhne, DE 32584",3200,35.0,112000.0
Metal Bash Open Air,2020-06-05,2,outdoor,Metal,"Metal
Rock",LowerSaxony,"Schützenverein Neu Wulmstorf Wulmstorfer Str. Neu Wulmstorf, DE 21629",1000,45.0,45000.0
Rockfest,2020-06-05,3,outdoor,Rock,"Metal
Rock",Finland,"Hyvinkää Airport Lentokentäntie40 Hyvinkää, FI 05820",25000,159.0,3975000.0
Metalfest Tschechien,2020-06-05,3,outdoor,Metal,"Folk
Hardcore(Metal)
Metal
Rock",CzechRepublic,"Amphitheater Pilsen Pod Vinicemi928/6 Pilsen, CZ 30100",,,
Firestormfestival,2020-06-05,2,outdoor,Metal,"Metal
Rock",Bavaria,"Am Katharinenberg Am Katharinenberg Wunsiedel, DE 95632",2000,49.0,98000.0
Steinbruch Metal Fest,2020-06-06,1,outdoor,Metal,"Metal
Punk
Rock",Hesse,"Freizeitanlage Steinbruch Espenau, DE 34314",,,
Underground Remains Open Air,2020-06-06,1,outdoor,Metal,"Metal
Rock",LowerSaxony,"Hausder Kulturen Hagenweg2 E Göttingen, DE 37081",300,,
Skaldenfest Open Air,2020-06-06,1,outdoor,Metal,"Folk
Metal",Bavaria,"Kilianeum- Hausder Jugend Ottostraße1 Würzburg, DE 97070",800,,
Rockonthe Beach,2020-06-06,1,outdoor,Metal,"Hardcore(Metal)
Irish
Metal
Punk
Rock",Northrhine-Westphalia,"Senner Waldbad Am Waldbad74 Bielefeld, DE 33659",4500,,
Sputnik Spring Break Festival,2020-06-07,4,outdoor,Electronicmusic,"Dance
Electro
Hardcore(Electro)
Hip-Hop
Pop",Saxony-Anhalt,"Goitzschesee Pouch Muldestausee Mildestausee, DE 06774",27000,109.0,2943000.0
Nippon Connection Festival,2020-06-09,6,indoor,Movie,"Movie
Art&culture",Hesse,"Online Frankfurtam Main, DE 60316",,,
Mystic Festival,2020-06-10,2,outdoor,Metal,"Metal
Rock",Poland,"Tauron Arena Krakau, PL 31-571",25000,118.0,2950000.0
M. I. S. E. Open Air,2020-06-11,3,outdoor,Metal,"Metal
Rock",Hesse,"Grillhütte Büßfeld Am Kämpfberg Homberg An Der Ohm, DE 35315",,50.6,
Metal Frenzy Festival,2020-06-11,3,outdoor,Metal,"Germanrock
Gothic
Hardcore(Metal)
Metal
Rock",Saxony-Anhalt,"Erlebnisbad Gardelegen Magdeburger Landstraße20 Gardelegen, DE 39638",,,
Nova Rock Festival,2020-06-11,3,outdoor,Rock,"Metal
Punk
Rock",Austria,"Pannonia Fields II Nickelsdorf, AT 2425",150000,169.9,25485000.0
Modular Festival,2020-06-11,3,outdoor,Pop,Pop,Bavaria,"Gaswerk Augsburg August- Wessels- Straße30 Augsburg, DE 86156",30000,,
Aaargh Festival,2020-06-11,3,outdoor,Metal,"Folk
Metal
Rock",Baden-Württemberg,"Uttenhofen42 Leutkirchim Allgäu, DE 88299",,,
Greenfield Festival,2020-06-11,3,outdoor,Rock,Rock,Switzerland,"Flugplatz Interlaken Mattenbei Interlaken, CH 3800",72000,165.0,11880000.0
Freak Valley Festival,2020-06-11,3,outdoor,Mixed,"Gothic
Hardcore(Metal)
Metal
Rock",Northrhine-Westphalia,"A Wo- Gelände Deuz Weiherdamm3 Netphen, DE 57250",2500,95.0,237500.0
Firenze Rocks Festival,2020-06-11,1,outdoor,Mixed,"Electro
Pop
Punk
Rock",Italy,"Vialedel Visarno,14 Firenze, IT 50144",50000,,
Genital Festival,2020-06-11,3,outdoor,Metal,Metal,Bavaria,"Sichersreuth, DE 95680",,,
Chronical Moshers Open Air,2020-06-12,2,outdoor,Metal,Metal,Saxony,"Mühlteich Hauptmannsgrün Irfersgrüner Straße Heinsdorfergrund, DE 08468",1000,48.0,48000.0
Schlossfestspiele Schwerin,2020-06-12,30,outdoor,Art&cultureFestivals,"Classicalmusic
Art&culture",Mecklenburg-Western-Pomerania,"Schweriner Schloss Lennéstraße1 Schwerin, DE 19053",70000,,
Grabbenacht Festival,2020-06-12,2,indoor,Metal,Metal,Baden-Württemberg,"Geländedes Pushe. V Wiesenweg Schriesheim, DE 69198",500,,
Moshpit Festival,2020-06-12,3,indoor,Metal,"Hardcore(Metal)
Metal",Bremen,"Magazinkeller Bremen Findorffstraße51 Bremen, DE 28215",300,,
Rage Against Racism Open Air,2020-06-12,2,outdoor,Metal,"Germanrock
Metal
Punk
Rock",Northrhine-Westphalia,"Friemersheimer Mühle Clarenbachstraße.14 Duisburg, DE 47229",,0.0,
Fonsstock Festival,2020-06-12,2,outdoor,Punk,"Punk
Rock",LowerSaxony,"Osterwiese Freimarkt Nordenham, DE 26954",2000,,
Download Festival( G B),2020-06-12,3,outdoor,Metal,"Metal
Rock",UnitedKingdom,"Donington Park Derby, GBD E742 RP",90000,164.0,14760000.0
Best Kept Secret Festival,2020-06-12,3,outdoor,Mixed,"Electro
Hip-Hop
Pop
Punk
Rock",Netherlands,"Beekse Bergen Hilvarenbeek, NL 5081 NJ",25000,,
Return To Strength Festival,2020-06-12,2,outdoor,Metal,Hardcore(Metal),Saxony-Anhalt,"Festplatz Querfurt Obhaeuser Weg10 Querfurt, DE 06268",,,
Rockam Bahnwerk,2020-06-12,2,indoor,Rock,"Folk
Metal
Rock",Northrhine-Westphalia,"Bahnbetriebswerk Grimbergstraße18 Gelsenkirchen, DE 45889",1700,,
Big Windy Festival,2020-06-12,2,outdoor,Electronicmusic,Electro,Baden-Württemberg,"Kantine Open Air Areal Leikam- Strasse7 Schwäbisch Hall, DE 74523",,,
Metalhornz Festival,2020-06-13,1,indoor,Metal,"Hardcore(Metal)
Metal
Punk",LowerSaxony,"um BA Ubar Stau25 Oldenburg, DE 26122",,,
Festivalof Differences,2020-06-13,1,unknown,Mixed,"Metal
Pop
Rock",LowerSaxony,"Helenenstr. Dinklage, DE 49413",500,0.0,0.0
Isleof Summer,2020-06-13,1,outdoor,Electronicmusic,"Electro
House",Bavaria,"Olympia Reitanlage Landshamer Strasse11 München, DE 81929",3000,42.9,128700.0
I N. D I E.musik Festival,2020-06-13,1,outdoor,Rock,"Folk
Pop
Punk
Rock",Bavaria,"Parkplatz Freiheitshalle Hof Kulmbacher Str.4,95030 Hof, Freiheitshalle Parkplatz Hof, DE 95030",1800,18.0,32400.0
Alpen Flair Festival,2020-06-17,4,outdoor,Mixed,"Germanrock
Metal
Punk
Rock
Folkmusic",Italy,"Ex Nato Areal Natz Natz- Schabs, IT 39040",40000,83.0,3320000.0
Copenhell,2020-06-17,4,outdoor,Metal,"Folk
Metal
Rock",Denmark,"Refshalevej185 København K, DK 1432",50000,,
Sternenklang Festival,2020-06-18,4,outdoor,Medieval,"Folk
Metal
Medieval",Thuringia,"Niederburg Schloßgasse18 B Kranichfeld, DE 99448",2500,75.0,187500.0
Thisis Ska Festival,2020-06-18,3,outdoor,Ska,Ska,Saxony-Anhalt,"Wasserburg Rosslau Am Schloßgarten18b Dessau- Roßlau, DE 06862",2500,53.5,133750.0
Rockfor People Festival,2020-06-18,3,outdoor,Rock,"Metal
Punk
Rock
Ska",CzechRepublic,"Letiste38 Hradec Kralove, CZ 50341",30000,92.0,2760000.0
Blacksheep Festival,2020-06-18,3,outdoor,Rock,"Metal
Rock",Baden-Württemberg,"Bonfeld Schlosshof Rappenauer Str.38 Bad Rappenau, DE 74906",8000,,
Meinklang Festival,2020-06-18,3,outdoor,Mixed,"Folk
Hip-Hop
Jazz
Classicalmusic
Art&culture
Pop",Hungary,"Pannonian Steppe/nähe Neusiedler See Kapuvar, HU 9339",,92.0,
Hurricane Festival,2020-06-19,3,outdoor,Rock,"Germanrock
Metal
Pop
Punk
Rock",LowerSaxony,"Eichenring Scheeßel, DE 27383",73000,149.0,10877000.0
Southside Festival,2020-06-19,3,outdoor,Rock,"Germanrock
Metal
Pop
Punk
Rock",Baden-Württemberg,"Neuhausenob Eck, DE 78579",60000,149.0,8940000.0
